HGNC symbol,GO term name
SLC30A10,manganese ion transport
SLC30A10,cellular zinc ion homeostasis
SLC30A10,manganese ion transmembrane transporter activity
SLC30A10,cellular response to angiotensin
SLC30A10,detoxification of zinc ion
SLC30A10,cellular manganese ion homeostasis
SLC30A10,manganese ion homeostasis
SLC30A10,zinc ion import into organelle
SLC30A10,manganese ion export across plasma membrane
SLC30A2,membrane
SLC30A2,transmembrane transport
SLC30A2,monoatomic cation transmembrane transporter activity
SLC30A2,monoatomic cation transport
SLC30A2,cytoplasm
SLC30A2,cytoplasmic vesicle
SLC30A2,intracellular membrane-bounded organelle
SLC30A2,metal ion binding
SLC30A2,plasma membrane
SLC30A2,monoatomic ion transport
SLC30A2,endosome
SLC30A2,mitochondrion
SLC30A2,mitochondrial inner membrane
SLC30A2,identical protein binding
SLC30A2,lysosome
SLC30A2,lysosomal membrane
SLC30A2,endosome membrane
SLC30A2,protein binding
SLC30A2,antiporter activity
SLC30A2,zinc ion transport
SLC30A2,zinc ion transmembrane transport
SLC30A2,transport vesicle membrane
SLC30A2,zinc ion import into lysosome
SLC30A2,zinc ion transmembrane transporter activity
SLC30A2,response to zinc ion
SLC30A2,late endosome
SLC30A2,cellular zinc ion homeostasis
SLC30A2,zymogen granule membrane
SLC30A2,zinc ion import into organelle
SLC30A2,zinc:proton antiporter activity
SLC30A2,zinc export across plasma membrane
SLC30A2,zinc ion import into zymogen granule
SLC30A2,zinc ion import into mitochondrion
SLC30A2,zinc ion import into secretory vesicle
SLC30A2,secretory vesicle
SLC30A2,
SLC30A3,
SLC30A3,membrane
SLC30A3,transmembrane transport
SLC30A3,monoatomic cation transmembrane transporter activity
SLC30A3,monoatomic cation transport
SLC30A3,cytoplasm
SLC30A3,cytoplasmic vesicle
SLC30A3,metal ion binding
SLC30A3,monoatomic ion transport
SLC30A3,endosome
SLC30A3,lysosome
SLC30A3,lysosomal membrane
SLC30A3,protein binding
SLC30A3,antiporter activity
SLC30A3,synapse
SLC30A3,neuron projection
SLC30A3,late endosome membrane
SLC30A3,synaptic vesicle
SLC30A3,synaptic vesicle membrane
SLC30A3,plasma membrane
SLC30A3,zinc ion transmembrane transporter activity
SLC30A3,zinc ion transport
SLC30A3,zinc ion transmembrane transport
SLC30A3,zinc ion import into lysosome
SLC30A3,response to zinc ion
SLC30A3,late endosome
SLC30A3,positive regulation of transport
SLC30A3,zinc ion import into synaptic vesicle
SLC30A3,hippocampal mossy fiber
SLC30A3,hippocampal mossy fiber to CA3 synapse
SLC30A3,glutamatergic synapse
SLC30A4,membrane
SLC30A4,transmembrane transport
SLC30A4,monoatomic cation transmembrane transporter activity
SLC30A4,monoatomic cation transport
SLC30A4,cytoplasm
SLC30A4,metal ion binding
SLC30A4,monoatomic ion transport
SLC30A4,endosome
SLC30A4,lysosome
SLC30A4,lysosomal membrane
SLC30A4,endosome membrane
SLC30A4,protein binding
SLC30A4,antiporter activity
SLC30A4,late endosome membrane
SLC30A4,plasma membrane
SLC30A4,zinc ion transmembrane transporter activity
SLC30A4,zinc ion transport
SLC30A4,zinc ion transmembrane transport
SLC30A4,zinc ion import into lysosome
SLC30A4,response to toxic substance
SLC30A4,response to zinc ion
SLC30A4,zinc export across plasma membrane
SLC30A4,late endosome
SLC30A4,
SLC30A5,membrane
SLC30A5,Golgi apparatus
SLC30A5,cytoplasmic vesicle
SLC30A5,transmembrane transport
SLC30A5,metal ion binding
SLC30A5,endoplasmic reticulum
SLC30A5,endoplasmic reticulum membrane
SLC30A5,nucleoplasm
SLC30A5,nucleolus
SLC30A5,plasma membrane
SLC30A5,monoatomic ion transport
SLC30A5,ER to Golgi transport vesicle membrane
SLC30A5,antiporter activity
SLC30A5,monoatomic cation transport
SLC30A5,apical plasma membrane
SLC30A5,zinc ion transmembrane transporter activity
SLC30A5,zinc ion transport
SLC30A5,monoatomic cation transmembrane transporter activity
SLC30A5,zinc ion transmembrane transport
SLC30A5,Golgi cisterna membrane
SLC30A5,transport vesicle membrane
SLC30A5,cellular zinc ion homeostasis
SLC30A5,Golgi membrane
SLC30A5,secretory granule membrane
SLC30A5,GPI anchor biosynthetic process
SLC30A5,secretory granule
SLC30A5,insulin processing
SLC30A5,zinc ion import into Golgi lumen
SLC30A5,zinc ion import into organelle
SLC30A5,Golgi cis cisterna membrane
SLC30A5,cobalt ion transport
SLC30A5,protein binding
SLC30A5,trans-Golgi network membrane
SLC30A5,zinc:proton antiporter activity
SLC30A5,
SLC30A6,membrane
SLC30A6,transmembrane transport
SLC30A6,monoatomic cation transmembrane transporter activity
SLC30A6,monoatomic cation transport
SLC30A6,Golgi apparatus
SLC30A6,monoatomic ion transport
SLC30A6,protein binding
SLC30A6,antiporter activity
SLC30A6,zinc ion transmembrane transporter activity
SLC30A6,zinc ion transport
SLC30A6,zinc ion transmembrane transport
SLC30A6,trans-Golgi network membrane
SLC30A6,regulation of zinc ion transport
SLC30A6,zinc ion import into Golgi lumen
SLC30A6,
SLC30A7,membrane
SLC30A7,transmembrane transport
SLC30A7,monoatomic cation transmembrane transporter activity
SLC30A7,monoatomic cation transport
SLC30A7,zinc ion transport
SLC30A7,zinc ion transmembrane transporter activity
SLC30A7,cellular zinc ion homeostasis
SLC30A7,cytoplasm
SLC30A7,Golgi apparatus
SLC30A7,cytoplasmic vesicle
SLC30A7,monoatomic ion transport
SLC30A7,mitochondrion
SLC30A7,Golgi membrane
SLC30A7,sarcoplasmic reticulum
SLC30A7,sarcoplasmic reticulum membrane
SLC30A7,zinc ion transmembrane transport
SLC30A7,vesicle
SLC30A7,zinc ion import into Golgi lumen
SLC30A7,Golgi cis cisterna membrane
SLC30A7,perinuclear region of cytoplasm
SLC30A7,monoatomic cation transmembrane transport
SLC30A8,membrane
SLC30A8,transmembrane transport
SLC30A8,monoatomic cation transmembrane transporter activity
SLC30A8,monoatomic cation transport
SLC30A8,cytoplasmic vesicle
SLC30A8,intracellular membrane-bounded organelle
SLC30A8,metal ion binding
SLC30A8,plasma membrane
SLC30A8,monoatomic ion transport
SLC30A8,protein binding
SLC30A8,antiporter activity
SLC30A8,zinc ion transport
SLC30A8,zinc ion transmembrane transport
SLC30A8,transport vesicle membrane
SLC30A8,protein homodimerization activity
SLC30A8,Golgi membrane
SLC30A8,positive regulation of insulin secretion
SLC30A8,secretory granule membrane
SLC30A8,regulation of vesicle-mediated transport
SLC30A8,zinc ion transmembrane transporter activity
SLC30A8,response to zinc ion
SLC30A8,zinc ion binding
SLC30A8,response to glucose
SLC30A8,insulin secretion
SLC30A8,insulin processing
SLC30A8,secretory granule
SLC30A8,cellular zinc ion homeostasis
SLC30A8,zinc ion import across plasma membrane
SLC30A8,zinc ion import into organelle
SLC30A8,zinc:proton antiporter activity
SLC30A8,
SLC30A8,response to type II interferon
SLC30A8,response to interleukin-1
SLC30A9,
SLC30A9,membrane
SLC30A9,transmembrane transport
SLC30A9,monoatomic cation transmembrane transporter activity
SLC30A9,monoatomic cation transport
SLC30A9,zinc ion transport
SLC30A9,nucleus
SLC30A9,cytoplasmic vesicle
SLC30A9,endoplasmic reticulum
SLC30A9,monoatomic ion transport
SLC30A9,mitochondrion
SLC30A9,cytoskeleton
SLC30A9,antiporter activity
SLC30A9,mitochondrial membrane
SLC30A9,zinc ion transmembrane transporter activity
SLC30A9,chromatin binding
SLC30A9,nuclear receptor binding
SLC30A9,nuclear receptor coactivator activity
SLC30A9,positive regulation of transcription by RNA polymerase II
SLC30A9,zinc ion transmembrane transport
SLC30A9,regulation of mitochondrion organization
SLC30A9,cellular zinc ion homeostasis
SLC30A9,nucleotide-excision repair
SLC31A1,membrane
SLC31A1,copper ion transmembrane transporter activity
SLC31A1,copper ion transmembrane transport
SLC31A1,plasma membrane
SLC31A1,monoatomic ion transport
SLC31A1,endosome
SLC31A1,recycling endosome membrane
SLC31A1,late endosome membrane
SLC31A1,apical plasma membrane
SLC31A1,basolateral plasma membrane
SLC31A1,early endosome membrane
SLC31A1,silver ion transmembrane transporter activity
SLC31A1,xenobiotic transmembrane transporter activity
SLC31A1,angiogenesis
SLC31A1,copper ion transport
SLC31A1,cellular copper ion homeostasis
SLC31A1,copper ion import
SLC31A1,xenobiotic transport
SLC31A1,establishment of localization in cell
SLC31A1,silver ion transmembrane transport
SLC31A1,late endosome
SLC31A1,intercalated disc
SLC31A1,recycling endosome
SLC31A1,protein binding
SLC31A1,identical protein binding
SLC31A1,copper ion binding
SLC31A1,protein complex oligomerization
SLC31A1,plasma membrane copper ion transport
SLC31A1,vascular endothelial growth factor receptor-2 signaling pathway
SLC31A1,
SLC31A2,
SLC31A2,membrane
SLC31A2,copper ion transmembrane transporter activity
SLC31A2,copper ion transmembrane transport
SLC31A2,cytoplasmic vesicle membrane
SLC31A2,cytoplasmic vesicle
SLC31A2,plasma membrane
SLC31A2,monoatomic ion transport
SLC31A2,endosome
SLC31A2,lysosome
SLC31A2,lysosomal membrane
SLC31A2,endosome membrane
SLC31A2,protein binding
SLC31A2,late endosome membrane
SLC31A2,copper ion transport
SLC31A2,copper ion import
SLC31A2,cellular copper ion homeostasis
SLC31A2,regulation of copper ion transmembrane transport
SLC31A2,late endosome
SLC31A2,recycling endosome
SLC32A1,membrane
SLC32A1,cell projection
SLC32A1,cytoplasmic vesicle membrane
SLC32A1,cytoplasmic vesicle
SLC32A1,proton transmembrane transport
SLC32A1,synapse
SLC32A1,synaptic vesicle
SLC32A1,plasma membrane
SLC32A1,presynapse
SLC32A1,glycine transmembrane transporter activity
SLC32A1,neurotransmitter transport
SLC32A1,amino acid transmembrane transport
SLC32A1,monoatomic ion transport
SLC32A1,amino acid transmembrane transporter activity
SLC32A1,neuron projection terminus
SLC32A1,neuron projection
SLC32A1,clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane
SLC32A1,synaptic vesicle membrane
SLC32A1,gamma-aminobutyric acid transport
SLC32A1,glycine transport
SLC32A1,neurotransmitter loading into synaptic vesicle
SLC32A1,gamma-aminobutyric acid transmembrane transporter activity
SLC32A1,gamma-aminobutyric acid import
SLC32A1,gamma-aminobutyric acid:proton symporter activity
SLC32A1,glycine:proton antiporter activity
SLC32A1,gamma-aminobutyric acid:proton antiporter activity
SLC32A1,beta-alanine transport
SLC32A1,neurotransmitter secretion
SLC32A1,hippocampus development
SLC32A1,dendrite terminus
SLC32A1,cell surface
SLC32A1,dendrite
SLC32A1,cone cell pedicle
SLC32A1,presynaptic active zone
SLC32A1,cell tip
SLC32A1,inhibitory synapse
SLC32A1,GABA-ergic synapse
SLC33A1,membrane
SLC33A1,acetyl-CoA transmembrane transporter activity
SLC33A1,endoplasmic reticulum
SLC33A1,endoplasmic reticulum membrane
SLC33A1,protein homodimerization activity
SLC33A1,protein binding
SLC33A1,plasma membrane
SLC33A1,Golgi membrane
SLC33A1,acetyl-CoA transmembrane transport
SLC33A1,transmembrane transport
SLC33A1,acetyl-CoA transport
SLC33A1,
SLC34A1,nuclear speck
SLC34A1,nucleoplasm
SLC34A1,cytosol
SLC34A1,plasma membrane
SLC34A1,mitotic spindle
SLC34A1,membrane
SLC34A1,sodium:phosphate symporter activity
SLC34A1,sodium-dependent phosphate transport
SLC34A1,monoatomic ion transport
SLC34A1,symporter activity
SLC34A1,sodium ion transport
SLC34A1,apical plasma membrane
SLC34A1,protein binding
SLC34A1,phosphate ion transport
SLC34A1,vesicle
SLC34A1,brush border membrane
SLC34A1,response to lead ion
SLC34A1,brush border
SLC34A1,protein metabolic process
SLC34A1,cellular phosphate ion homeostasis
SLC34A1,phosphate ion homeostasis
SLC34A1,response to cadmium ion
SLC34A1,response to mercury ion
SLC34A1,PDZ domain binding
SLC34A1,identical protein binding
SLC34A1,protein-containing complex binding
SLC34A1,ossification
SLC34A1,kidney development
SLC34A1,response to nutrient
SLC34A1,glycoprotein metabolic process
SLC34A1,response to xenobiotic stimulus
SLC34A1,cellular response to phosphate starvation
SLC34A1,response to magnesium ion
SLC34A1,response to estradiol
SLC34A1,response to vitamin A
SLC34A1,phosphate ion transmembrane transport
SLC34A1,response to potassium ion
SLC34A1,indole metabolic process
SLC34A1,response to peptide hormone
SLC34A1,positive regulation of membrane potential
SLC34A1,response to growth hormone
SLC34A1,response to parathyroid hormone
SLC34A1,cellular response to metal ion
SLC34A1,cellular response to parathyroid hormone stimulus
SLC34A1,tricarboxylic acid metabolic process
SLC34A1,cellular response to staurosporine
SLC34A1,response to thyroid hormone
SLC34A1,dentinogenesis
SLC34A1,sodium ion import across plasma membrane
SLC34A1,gentamycin metabolic process
SLC34A1,response to peptide
SLC34A1,arsenate ion transmembrane transport
SLC34A1,positive regulation of sodium-dependent phosphate transport
SLC34A1,positive regulation of phosphate transmembrane transport
SLC34A1,endosome
SLC34A1,cell surface
SLC34A1,perinuclear region of cytoplasm
SLC34A1,
SLC34A2,membrane
SLC34A2,sodium:phosphate symporter activity
SLC34A2,sodium-dependent phosphate transport
SLC34A2,plasma membrane
SLC34A2,monoatomic ion transport
SLC34A2,symporter activity
SLC34A2,protein binding
SLC34A2,sodium ion transport
SLC34A2,sodium ion transmembrane transport
SLC34A2,transmembrane transport
SLC34A2,apical plasma membrane
SLC34A2,vesicle
SLC34A2,phosphate ion transport
SLC34A2,phosphate ion binding
SLC34A2,brush border membrane
SLC34A2,sodium ion binding
SLC34A2,response to estrogen
SLC34A2,brush border
SLC34A2,cellular phosphate ion homeostasis
SLC34A2,protein metabolic process
SLC34A2,in utero embryonic development
SLC34A2,
SLC34A3,membrane
SLC34A3,sodium:phosphate symporter activity
SLC34A3,sodium-dependent phosphate transport
SLC34A3,plasma membrane
SLC34A3,sodium ion transmembrane transport
SLC34A3,apical plasma membrane
SLC34A3,monoatomic ion transport
SLC34A3,symporter activity
SLC34A3,protein binding
SLC34A3,sodium ion transport
SLC34A3,transmembrane transport
SLC34A3,phosphate ion transport
SLC34A3,vesicle
SLC34A3,brush border membrane
SLC34A3,brush border
SLC34A3,cellular phosphate ion homeostasis
SLC35A1,
SLC35A1,membrane
SLC35A1,Golgi membrane
SLC35A1,pyrimidine nucleotide-sugar transmembrane transporter activity
SLC35A1,pyrimidine nucleotide-sugar transmembrane transport
SLC35A1,Golgi apparatus
SLC35A1,protein binding
SLC35A1,antiporter activity
SLC35A1,carbohydrate transport
SLC35A1,plasma membrane
SLC35A1,carbohydrate metabolic process
SLC35A1,protein modification process
SLC35A1,CMP-N-acetylneuraminate transmembrane transporter activity
SLC35A1,CMP-N-acetylneuraminate transmembrane transport
SLC35A2,
SLC35A2,membrane
SLC35A2,Golgi membrane
SLC35A2,pyrimidine nucleotide-sugar transmembrane transporter activity
SLC35A2,pyrimidine nucleotide-sugar transmembrane transport
SLC35A2,Golgi apparatus
SLC35A2,endoplasmic reticulum
SLC35A2,endoplasmic reticulum membrane
SLC35A2,nucleoplasm
SLC35A2,antiporter activity
SLC35A2,carbohydrate transport
SLC35A2,protein binding
SLC35A2,galactose metabolic process
SLC35A2,UDP-galactose transmembrane transporter activity
SLC35A2,UDP-galactose transmembrane transport
SLC35A3,membrane
SLC35A3,Golgi membrane
SLC35A3,pyrimidine nucleotide-sugar transmembrane transporter activity
SLC35A3,pyrimidine nucleotide-sugar transmembrane transport
SLC35A3,Golgi apparatus
SLC35A3,carbohydrate transport
SLC35A3,protein binding
SLC35A3,antiporter activity
SLC35A3,UDP-galactose transmembrane transporter activity
SLC35A3,UDP-N-acetylglucosamine transmembrane transporter activity
SLC35A3,UDP-N-acetylglucosamine transmembrane transport
SLC35A3,UDP-N-acetylglucosamine metabolic process
SLC35A3,UDP-galactose transmembrane transport
SLC35A3,
SLC35A4,membrane
SLC35A4,positive regulation of translation in response to stress
SLC35A4,Golgi membrane
SLC35A4,pyrimidine nucleotide-sugar transmembrane transporter activity
SLC35A4,pyrimidine nucleotide-sugar transmembrane transport
SLC35A4,Golgi apparatus
SLC35A4,protein binding
SLC35A4,carbohydrate transport
SLC35A5,membrane
SLC35A5,Golgi membrane
SLC35A5,pyrimidine nucleotide-sugar transmembrane transporter activity
SLC35A5,pyrimidine nucleotide-sugar transmembrane transport
SLC35A5,Golgi apparatus
SLC35A5,carbohydrate transport
SLC35A5,protein binding
SLC35A5,antiporter activity
SLC35A5,
SLC35B1,transmembrane transport
SLC35B1,membrane
SLC35B1,endoplasmic reticulum
SLC35B1,endoplasmic reticulum membrane
SLC35B1,protein binding
SLC35B1,antiporter activity
SLC35B1,ATP:ADP antiporter activity
SLC35B1,ADP transport
SLC35B1,intracellular membrane-bounded organelle
SLC35B1,UDP-galactose transmembrane transporter activity
SLC35B1,UDP-glucose transmembrane transporter activity
SLC35B1,UDP-glucose transmembrane transport
SLC35B1,ATP transport
SLC35B1,UDP-galactose transmembrane transport
SLC35B1,
SLC35B2,membrane
SLC35B2,
SLC35B2,transmembrane transport
SLC35B2,Golgi apparatus
SLC35B2,Golgi membrane
SLC35B2,positive regulation of I-kappaB kinase/NF-kappaB signaling
SLC35B2,protein binding
SLC35B2,antiporter activity
SLC35B2,chondroitin sulfate biosynthetic process
SLC35B2,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
SLC35B2,3'-phosphoadenosine 5'-phosphosulfate transport
SLC35B2,5'-adenylyl sulfate transmembrane transport
SLC35B2,3'-phospho-5'-adenylyl sulfate transmembrane transport
SLC35B3,transmembrane transport
SLC35B3,membrane
SLC35B3,Golgi apparatus
SLC35B3,Golgi membrane
SLC35B3,antiporter activity
SLC35B3,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
SLC35B3,5'-adenylyl sulfate transmembrane transport
SLC35B3,3'-phospho-5'-adenylyl sulfate transmembrane transport
SLC35B4,transmembrane transport
SLC35B4,membrane
SLC35B4,Golgi apparatus
SLC35B4,endoplasmic reticulum
SLC35B4,endoplasmic reticulum membrane
SLC35B4,protein binding
SLC35B4,carbohydrate transport
SLC35B4,Golgi membrane
SLC35B4,UDP-N-acetylglucosamine transmembrane transporter activity
SLC35B4,UDP-xylose transmembrane transporter activity
SLC35B4,regulation of gluconeogenesis
SLC35B4,UDP-xylose transmembrane transport
SLC35B4,UDP-N-acetylglucosamine transmembrane transport
SLC35B4,
SLC35C1,membrane
SLC35C1,Golgi apparatus
SLC35C1,Golgi membrane
SLC35C1,carbohydrate transport
SLC35C1,antiporter activity
SLC35C1,GDP-fucose transmembrane transporter activity
SLC35C1,protein O-linked fucosylation
SLC35C1,GDP-fucose import into Golgi lumen
SLC35C1,lipid glycosylation
SLC35C1,negative regulation of Notch signaling pathway
SLC35C2,membrane
SLC35C2,Golgi apparatus
SLC35C2,nucleoplasm
SLC35C2,endoplasmic reticulum-Golgi intermediate compartment membrane
SLC35C2,cis-Golgi network
SLC35C2,endoplasmic reticulum-Golgi intermediate compartment
SLC35C2,antiporter activity
SLC35C2,UDP-glucose transmembrane transport
SLC35C2,
SLC35C2,negative regulation of gene expression
SLC35C2,fucosylation
SLC35C2,protein O-linked fucosylation
SLC35C2,positive regulation of Notch signaling pathway
SLC35C2,protein binding
SLC35D1,membrane
SLC35D1,endoplasmic reticulum
SLC35D1,endoplasmic reticulum membrane
SLC35D1,antiporter activity
SLC35D1,carbohydrate transport
SLC35D1,Golgi apparatus
SLC35D1,GDP-fucose transmembrane transporter activity
SLC35D1,UDP-glucuronic acid transmembrane transporter activity
SLC35D1,UDP-N-acetylglucosamine transmembrane transporter activity
SLC35D1,UDP-N-acetylgalactosamine transmembrane transporter activity
SLC35D1,GDP-fucose transmembrane transport
SLC35D1,UDP-glucuronic acid transmembrane transport
SLC35D1,UDP-N-acetylgalactosamine transmembrane transport
SLC35D1,UDP-N-acetylglucosamine transmembrane transport
SLC35D1,pyrimidine nucleotide-sugar transmembrane transport
SLC35D2,
SLC35D2,membrane
SLC35D2,Golgi apparatus
SLC35D2,Golgi membrane
SLC35D2,antiporter activity
SLC35D2,transmembrane transport
SLC35D2,carbohydrate transport
SLC35D2,heparan sulfate proteoglycan biosynthetic process
SLC35D2,biological_process
SLC35D2,keratan sulfate biosynthetic process
SLC35D2,nucleotide-sugar transmembrane transporter activity
SLC35D2,GDP-fucose transmembrane transporter activity
SLC35D2,UDP-glucuronic acid transmembrane transporter activity
SLC35D2,UDP-N-acetylglucosamine transmembrane transporter activity
SLC35D2,UDP-N-acetylgalactosamine transmembrane transporter activity
SLC35D2,GDP-fucose transmembrane transport
SLC35D2,UDP-glucuronic acid transmembrane transport
SLC35D2,UDP-N-acetylgalactosamine transmembrane transport
SLC35D2,nucleobase-containing compound transport
SLC35D2,carbohydrate derivative transport
SLC35D2,UDP-N-acetylglucosamine transmembrane transport
SLC35D3,membrane
SLC35D3,cytoplasmic vesicle
SLC35D3,endoplasmic reticulum
SLC35D3,endoplasmic reticulum membrane
SLC35D3,endosome
SLC35D3,synapse
SLC35D3,early endosome membrane
SLC35D3,carbohydrate transport
SLC35D3,synaptic vesicle membrane
SLC35D3,protein-macromolecule adaptor activity
SLC35D3,positive regulation of autophagy
SLC35D3,Golgi apparatus
SLC35D3,antiporter activity
SLC35D3,platelet dense granule organization
SLC35D3,UDP-glucose transmembrane transporter activity
SLC35D3,UDP-glucose transmembrane transport
SLC35D3,protein exit from endoplasmic reticulum
SLC35D3,positive regulation of protein exit from endoplasmic reticulum
SLC35D3,energy homeostasis
SLC35D3,early endosome
SLC35E1,
SLC35E1,membrane
SLC35E1,Golgi apparatus
SLC35E1,protein binding
SLC35E1,transmembrane transport
SLC35E1,antiporter activity
SLC35E3,membrane
SLC35E3,
SLC35E3,protein binding
SLC35E3,transmembrane transport
SLC35E3,Golgi apparatus
SLC35E3,antiporter activity
SLC35E3,nucleobase-containing compound transport
SLC35E3,carbohydrate derivative transport
SLC35E3,nucleotide-sugar transmembrane transporter activity
SLC35E4,membrane
SLC35E4,protein binding
SLC35E4,transmembrane transport
SLC35E4,Golgi apparatus
SLC35E4,antiporter activity
SLC35F1,membrane
SLC35F1,transmembrane transporter activity
SLC35F1,transmembrane transport
SLC35F1,cytoplasmic vesicle
SLC35F1,protein binding
SLC35F1,synapse
SLC35F1,synaptic vesicle membrane
SLC35F2,membrane
SLC35F2,transmembrane transporter activity
SLC35F2,transmembrane transport
SLC35F2,molecular_function
SLC35F2,biological_process
SLC35F2,cellular_component
SLC35F2,
SLC35F3,membrane
SLC35F3,thiamine transport
SLC35F4,membrane
SLC35F4,transmembrane transporter activity
SLC35F4,transmembrane transport
SLC35F4,
SLC35F5,
SLC35F5,membrane
SLC35F6,
SLC35F6,membrane
SLC35F6,transmembrane transporter activity
SLC35F6,transmembrane transport
SLC35F6,intracellular membrane-bounded organelle
SLC35F6,nucleoplasm
SLC35F6,cytosol
SLC35F6,mitochondrion
SLC35F6,lysosome
SLC35F6,lysosomal membrane
SLC35F6,protein binding
SLC35F6,positive regulation of cell population proliferation
SLC35F6,extracellular exosome
SLC35F6,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
SLC35G1,membrane
SLC35G1,endoplasmic reticulum
SLC35G1,endoplasmic reticulum membrane
SLC35G1,plasma membrane
SLC35G1,protein binding
SLC35G1,regulation of cytosolic calcium ion concentration
SLC35G1,calcium ion export across plasma membrane
SLC35G1,
SLC35G2,
SLC35G2,membrane
SLC35G2,cytoplasmic vesicle
SLC35G2,plasma membrane
SLC35G2,protein binding
SLC35G2,synapse
SLC35G2,synaptic vesicle membrane
SLC35G2,Golgi apparatus
SLC35G3,membrane
SLC35G4,membrane
SLC35G5,membrane
SLC35G5,protein binding
SLC35G6,membrane
SLC36A1,membrane
SLC36A1,plasma membrane
SLC36A1,lysosome
SLC36A1,lysosomal membrane
SLC36A1,symporter activity
SLC36A1,protein binding
SLC36A1,apical plasma membrane
SLC36A1,amino acid transport
SLC36A1,endoplasmic reticulum
SLC36A1,monoatomic ion transport
SLC36A1,amino acid import across plasma membrane
SLC36A1,amino acid transmembrane transporter activity
SLC36A1,proton transmembrane transport
SLC36A1,L-alanine transmembrane transporter activity
SLC36A1,taurine transmembrane transporter activity
SLC36A1,alanine transmembrane transporter activity
SLC36A1,taurine transport
SLC36A1,alanine transport
SLC36A1,amino acid:proton symporter activity
SLC36A1,proline:proton symporter activity
SLC36A1,glycine transmembrane transporter activity
SLC36A1,L-proline transmembrane transporter activity
SLC36A1,L-alanine transport
SLC36A1,glycine transport
SLC36A1,proline transmembrane transport
SLC36A1,vacuolar membrane
SLC36A1,proline transport
SLC36A1,
SLC36A2,membrane
SLC36A2,endoplasmic reticulum
SLC36A2,endoplasmic reticulum membrane
SLC36A2,plasma membrane
SLC36A2,endosome
SLC36A2,recycling endosome membrane
SLC36A2,amino acid transport
SLC36A2,extracellular exosome
SLC36A2,monoatomic ion transport
SLC36A2,amino acid transmembrane transporter activity
SLC36A2,proton transmembrane transport
SLC36A2,L-alanine transmembrane transporter activity
SLC36A2,amino acid:proton symporter activity
SLC36A2,proline:proton symporter activity
SLC36A2,glycine transmembrane transporter activity
SLC36A2,L-proline transmembrane transporter activity
SLC36A2,L-alanine transport
SLC36A2,glycine transport
SLC36A2,proline transport
SLC36A2,proline transmembrane transport
SLC36A2,vacuolar membrane
SLC36A2,
SLC36A3,membrane
SLC36A3,proton transmembrane transport
SLC36A3,L-alanine transmembrane transporter activity
SLC36A3,amino acid:proton symporter activity
SLC36A3,glycine transmembrane transporter activity
SLC36A3,L-proline transmembrane transporter activity
SLC36A3,L-alanine transport
SLC36A3,glycine transport
SLC36A3,proline transmembrane transport
SLC36A3,vacuolar membrane
SLC36A3,
SLC36A4,membrane
SLC36A4,lysosome
SLC36A4,lysosomal membrane
SLC36A4,symporter activity
SLC36A4,amino acid transport
SLC36A4,plasma membrane
SLC36A4,amino acid transmembrane transport
SLC36A4,L-alanine transmembrane transporter activity
SLC36A4,proline transport
SLC36A4,tryptophan transport
SLC36A4,L-alanine transport
SLC36A4,L-proline transmembrane transporter activity
SLC36A4,vacuolar membrane
SLC36A4,L-tryptophan transmembrane transporter activity
SLC36A4,L-proline import across plasma membrane
SLC36A4,L-tryptophan transmembrane transport
SLC36A4,
SLC37A1,
SLC37A1,membrane
SLC37A1,transmembrane transporter activity
SLC37A1,transmembrane transport
SLC37A1,glucose 6-phosphate:inorganic phosphate antiporter activity
SLC37A1,endoplasmic reticulum
SLC37A1,endoplasmic reticulum membrane
SLC37A1,organelle membrane
SLC37A1,antiporter activity
SLC37A1,carbohydrate transport
SLC37A1,glucose-6-phosphate transport
SLC37A1,phosphate ion transmembrane transport
SLC37A2,membrane
SLC37A2,transmembrane transporter activity
SLC37A2,transmembrane transport
SLC37A2,glucose 6-phosphate:inorganic phosphate antiporter activity
SLC37A2,endoplasmic reticulum
SLC37A2,endoplasmic reticulum membrane
SLC37A2,organelle membrane
SLC37A2,antiporter activity
SLC37A2,carbohydrate transport
SLC37A2,extracellular exosome
SLC37A2,glucose-6-phosphate transport
SLC37A2,phosphate ion transmembrane transport
SLC37A2,
SLC37A3,membrane
SLC37A3,transmembrane transporter activity
SLC37A3,transmembrane transport
SLC37A3,endoplasmic reticulum
SLC37A3,endoplasmic reticulum membrane
SLC37A3,lysosome
SLC37A3,lysosomal membrane
SLC37A3,organelle membrane
SLC37A3,carbohydrate transport
SLC37A3,protein binding
SLC37A3,xenobiotic transmembrane transporter activity
SLC37A3,xenobiotic transmembrane transport
SLC37A3,
SLC37A4,
SLC37A4,membrane
SLC37A4,transmembrane transporter activity
SLC37A4,transmembrane transport
SLC37A4,endoplasmic reticulum
SLC37A4,endoplasmic reticulum membrane
SLC37A4,organelle membrane
SLC37A4,protein binding
SLC37A4,antiporter activity
SLC37A4,carbohydrate transport
SLC37A4,glucose metabolic process
SLC37A4,glucose-6-phosphate transport
SLC37A4,glucose homeostasis
SLC37A4,glucose-6-phosphate transmembrane transporter activity
